YEAR,BUYING_DEALER,TOKEN_DONE,SUM_BID_AT_BOUGHT,AVG_BID_AT_BOUGHT,RECENT_BUY_DATE
2019,54922,34,4175802,122817.7,2019-12-22
2024,67364,12,3663100,305258.3,2024-04-17
2021,54896,10,2046438,204643.8,2021-12-04
2019,63908,29,9930300,342424.1,2019-11-14
2023,85149,43,1890285,43960.1,2023-11-06
2023,71219,49,5529258,112842.0,2023-12-07
2024,74622,4,2120700,530175.0,2024-04-07
2022,103047,5,2067452,413490.4,2022-09-21
2018,57311,16,1858500,116156.3,2018-12-27
2024,105232,24,10393700,433070.8,2024-05-09
2020,82549,22,5433514,246977.9,2020-12-29
2023,63256,15,2120102,141340.1,2023-11-06
2023,103063,2,335501,167750.5,2023-02-14
2019,57308,50,19943784,398875.7,2019-12-12
2022,60936,27,7492513,277500.5,2022-12-14
2022,64097,24,13624569,567690.4,2022-11-26
2022,71893,5,1942890,388578.0,2022-03-05
2023,116583,58,20889162,360158.0,2023-12-29
2022,65309,44,17412575,395740.3,2022-11-04
2023,94495,2,344621,172310.5,2023-07-16
2021,60397,1,365000,365000.0,2021-11-30
2023,73391,100,9689401,96894.0,2023-12-10
2018,54998,12,1651000,137583.3,2018-04-09
2021,83071,19,578358,30439.9,2021-12-16
2023,65938,3,225479,75159.7,2023-07-14
2024,124420,8,1618500,202312.5,2024-04-01
2020,82414,23,3354516,145848.5,2020-12-25
2023,104297,49,8623889,175997.7,2023-12-27
2022,101671,43,11448376,266241.3,2022-12-31
2020,58460,25,2771886,110875.4,2020-12-26
2020,64350,52,5239911,100767.5,2020-12-29
2023,119185,2,1231600,615800.0,2023-07-29
2021,86630,14,2231371,159383.6,2021-12-20
2024,106624,16,17925732,1120358.3,2024-05-01
2021,55866,15,6026227,401748.5,2021-12-29
2024,114857,5,1675900,335180.0,2024-04-02
2021,100270,18,9156794,508710.8,2021-12-21
2023,85534,50,22192956,443859.1,2023-12-29
2021,61604,148,10221159,69061.9,2021-12-30
2020,75120,31,4946918,159578.0,2020-12-21
2023,55198,23,1364532,59327.5,2023-11-19
2022,74017,71,29206227,411355.3,2022-12-31
2020,70564,10,1257699,125769.9,2020-12-21
2023,67344,14,9787598,699114.1,2023-11-27
2022,106951,27,7730219,286304.4,2022-10-09
2023,60086,26,4719953,181536.7,2023-10-31
2020,58708,9,2181678,242408.7,2020-12-03
2022,71246,45,16043605,356524.6,2022-12-26
2021,90774,52,6798621,130742.7,2021-12-29
2021,57339,160,73278261,457989.1,2021-12-17
2024,71695,6,718400,119733.3,2024-03-19
2020,73498,20,4207757,210387.9,2020-12-18
2022,55681,3,1829808,609936.0,2022-09-06
2022,63410,21,6603555,314455.0,2022-12-16
2021,77360,86,35662709,414682.7,2021-12-31
2018,58173,3,1151600,383866.7,2018-12-23
2023,101477,41,5019421,122424.9,2023-11-27
2022,62705,2,72300,36150.0,2022-07-02
2023,111613,27,8147315,301752.4,2023-12-28
2020,58215,26,2566466,98710.2,2020-12-30
2020,80368,1,374000,374000.0,2020-07-03
2020,55926,17,4489328,264078.1,2020-12-26
2020,65049,12,4664875,388739.6,2020-10-07
2020,36430,58,14062380,242454.8,2020-12-29
2021,70869,46,10746431,233618.1,2021-12-30
2019,59273,17,1687815,99283.2,2019-09-11
2023,62083,94,50533539,537590.8,2023-12-15
2020,69675,11,2439596,221781.5,2020-12-28
2019,60017,32,5980076,186877.4,2019-12-27
2021,62342,11,1506493,136953.9,2021-11-01
2020,69902,53,14014391,264422.5,2020-12-28
2023,98722,136,35747405,262848.6,2023-12-29
2022,92592,10,1299692,129969.2,2022-11-06
2022,109993,5,1537115,307423.0,2022-11-29
2018,54750,93,15853999,170473.1,2018-12-31
2024,71781,16,11762976,735186.0,2024-05-12
2023,71178,9,3792700,421411.1,2023-03-18
2018,57209,26,8212099,315850.0,2018-11-17
2022,72032,3,1387164,462388.0,2022-10-26
2024,71239,5,1703900,340780.0,2024-02-26
2022,77360,51,31583066,619275.8,2022-10-16
2019,59160,30,6242357,208078.6,2019-12-18
2022,102996,12,7029428,585785.7,2022-06-02
2019,68082,7,2355514,336502.0,2019-12-29
2022,72938,278,12802487,46052.1,2022-12-30
2018,30245,10,1199500,119950.0,2018-12-30
2020,69444,5,1869250,373850.0,2020-07-14
2022,84411,37,8710854,235428.5,2022-12-30
2024,84084,1,233300,233300.0,2024-04-24
2019,53310,8,6487615,810951.9,2019-09-21
2024,63098,6,1519700,253283.3,2024-04-17
2017,54775,39,6860442,175908.8,2017-12-31
2020,81362,5,559420,111884.0,2020-09-20
2023,37210,76,57929476,762229.9,2023-12-27
2023,88741,20,2156796,107839.8,2023-12-15
2023,117744,141,61983940,439602.4,2023-12-30
2022,87181,42,32979336,785222.3,2022-11-26
2019,66223,7,693055,99007.9,2019-12-30
2021,60665,46,12879051,279979.4,2021-12-27
2022,53705,14,7102923,507351.6,2022-09-04
2017,test105,21,2747000,130809.5,2017-07-31
2020,55719,23,4721842,205297.5,2020-12-22
2023,59254,139,29411568,211594.0,2023-12-29
2022,112018,4,2614180,653545.0,2022-11-10
2022,99776,35,5446992,155628.3,2022-12-21
2021,67363,15,3736369,249091.3,2021-12-28
2021,85541,41,6636471,161865.1,2021-12-26
2019,58617,18,4129010,229389.4,2019-12-11
2022,59196,13,3115151,239627.0,2022-12-18
2019,60194,81,15894861,196232.9,2019-12-24
2019,61390,1,206000,206000.0,2019-06-22
2022,59883,16,4929491,308093.2,2022-11-05
2021,87534,39,3031162,77722.1,2021-12-31
2024,126597,8,628392,78549.0,2024-05-11
2021,82628,4,612500,153125.0,2021-05-02
2021,80147,49,12209022,249163.7,2021-12-29
2022,109538,21,8088840,385182.9,2022-05-06
2020,53615,26,6477021,249116.2,2020-12-31
2023,65273,39,15516059,397847.7,2023-11-29
2022,93590,24,19178009,799083.7,2022-12-23
2017,55321,1,375000,375000.0,2017-12-22
2022,82400,57,9431738,165469.1,2022-12-26
2021,72302,5,827500,165500.0,2021-11-14
2018,52986,190,43736478,230192.0,2018-12-15
2021,61839,36,6551684,181991.2,2021-12-08
2021,58590,22,4910682,223212.8,2021-12-27
2021,64063,10,2898700,289870.0,2021-10-27
2024,80249,5,1321800,264360.0,2024-05-02
2020,74040,88,24324326,276412.8,2020-12-31
2023,117509,13,887750,68288.5,2023-11-21
2023,59615,17,12006877,706286.9,2023-10-28
2018,57584,18,4736019,263112.2,2018-11-24
2021,65099,3,1471362,490454.0,2021-08-08
2020,63081,37,5763436,155768.5,2020-12-05
2024,90166,17,4360000,256470.6,2024-05-04
2020,58789,5,3127985,625597.0,2020-08-09
2020,73798,3,781113,260371.0,2020-03-13
2022,105403,4,744203,186050.8,2022-10-20
2023,85892,6,1982295,330382.5,2023-10-28
2023,119805,17,1410017,82942.2,2023-12-28
2020,57839,7,5184448,740635.4,2020-11-21
2023,115030,29,8888286,306492.6,2023-11-21
2023,63129,85,8464569,99583.2,2023-12-22
2023,68905,9,5319799,591088.8,2023-12-25
2018,54993,86,12219011,142081.5,2018-12-29
2022,103031,27,1509692,55914.5,2022-12-17
2022,111978,1,251300,251300.0,2022-03-02
2022,72404,6,858916,143152.7,2022-11-11
2021,70013,19,6324865,332887.6,2021-12-11
2023,114994,23,5650253,245663.2,2023-11-11
2024,62874,10,1630700,163070.0,2024-03-22
2022,71186,130,20907398,160826.1,2022-12-30
2019,55719,8,1604000,200500.0,2019-11-05
2021,66746,107,35588820,332605.8,2021-12-30
2018,53758,21,4178000,198952.4,2018-08-11
2023,75968,96,18457576,192266.4,2023-12-27
2023,108311,19,2934448,154444.6,2023-12-24
2022,62206,33,14712253,445825.8,2022-12-15
2023,80657,8,1182770,147846.3,2023-12-21
2021,84059,3,236102,78700.7,2021-04-30
2018,55330,9,4715000,523888.9,2018-09-28
2021,72406,100,23864268,238642.7,2021-12-22
2021,80528,91,8157239,89640.0,2021-12-24
2021,88069,58,14530975,250534.1,2021-12-30
2020,74320,23,12092212,525748.3,2020-09-25
2024,55943,15,3574178,238278.5,2024-05-13
2024,100023,18,2475300,137516.7,2024-05-13
2023,97587,11,2214725,201338.6,2023-12-26
2020,51378,4,1486846,371711.5,2020-12-27
2022,83770,22,4600394,209108.8,2022-12-22
2020,67507,27,7495639,277616.3,2020-03-19
2023,97961,50,7013651,140273.0,2023-12-19
2019,71498,3,896280,298760.0,2019-12-28
2021,77915,53,1089500,20556.6,2021-12-29
2023,118593,37,13449230,363492.7,2023-12-24
2020,60329,34,5147355,151392.8,2020-12-24
2021,70593,12,2083580,173631.7,2021-11-19
2022,62991,24,11137523,464063.5,2022-09-13
2021,69785,57,8232781,144434.8,2021-12-19
2022,55918,22,3471000,157772.7,2022-10-30
2020,55597,12,2999239,249936.6,2020-12-15
2023,118578,18,5322597,295699.8,2023-12-23
2020,55756,56,13652709,243798.4,2020-12-28
2023,109015,25,4939098,197563.9,2023-09-11
2023,77978,96,5948164,61960.0,2023-12-29
2019,57725,10,1172480,117248.0,2019-11-17
2023,108791,45,12296777,273261.7,2023-12-18
2023,119028,5,1930486,386097.2,2023-12-01
2019,62993,5,1508295,301659.0,2019-11-21
2023,80329,10,1338100,133810.0,2023-09-11
2022,108394,53,8407326,158628.8,2022-12-19
2020,87909,1,126000,126000.0,2020-12-28
2021,83143,17,3935835,231519.7,2021-12-29
2022,64012,39,12883329,330341.8,2022-12-19
2024,92312,15,4085500,272366.7,2024-05-05
2021,96118,73,13790614,188912.5,2021-12-29
2024,125712,4,1114400,278600.0,2024-04-22
2024,108220,7,4377033,625290.4,2024-04-12
2022,112992,7,406100,58014.3,2022-06-06
2023,76942,30,7157734,238591.1,2023-12-11
2021,82248,63,9083189,144177.6,2021-12-25
2023,58370,5,8787262,1757452.4,2023-11-23
2022,68344,47,22152479,471329.3,2022-12-25
2020,81570,4,85486,21371.5,2020-08-21
2024,118317,14,1631600,116542.9,2024-05-11
2023,60525,4,4230045,1057511.3,2023-07-27
2022,108092,50,7747370,154947.4,2022-12-31
2019,60371,20,5834370,291718.5,2019-09-06
2024,113913,18,4996500,277583.3,2024-05-12
2023,121015,12,2869193,239099.4,2023-12-28
2023,58483,12,10249879,854156.6,2023-12-16
2021,68503,28,2865998,102357.1,2021-11-18
2022,110960,39,5014096,128566.6,2022-12-30
2024,79881,24,9193260,383052.5,2024-05-04
2023,80305,22,7991513,363250.6,2023-11-15
2023,98035,24,5710698,237945.8,2023-12-27
2024,57851,8,1777900,222237.5,2024-05-07
2021,75955,19,15566136,819270.3,2021-12-27
2019,68894,4,1315900,328975.0,2019-11-19
2021,72154,83,26034202,313665.1,2021-12-30
2022,95250,53,14559773,274712.7,2022-12-16
2022,110613,14,2421200,172942.9,2022-08-20
2023,67798,5,3473062,694612.4,2023-09-15
2022,69875,72,18699944,259721.4,2022-12-28
2023,99943,15,8411141,560742.7,2023-12-13
2023,70140,45,15207224,337938.3,2023-12-15
2020,65361,2,160556,80278.0,2020-02-02
2023,118321,25,6403710,256148.4,2023-12-13
2020,67619,21,3973420,189210.5,2020-12-24
2019,61757,39,10373000,265974.4,2019-12-31
2024,66158,16,13006939,812933.7,2024-05-06
2023,105908,86,12864649,149588.9,2023-12-30
2020,61885,82,28051613,342092.8,2020-12-30
2021,60813,6,1773787,295631.2,2021-12-18
2018,57595,6,830000,138333.3,2018-12-20
2020,57550,5,1326084,265216.8,2020-12-21
2021,85811,55,2088441,37971.7,2021-12-27
2023,90063,58,16366367,282178.7,2023-12-30
2021,62678,9,1915295,212810.6,2021-07-15
2021,74456,10,1885564,188556.4,2021-10-25
2021,81020,13,3281876,252452.0,2021-09-12
2021,69202,79,11322928,143328.2,2021-12-28
2024,64257,24,9223700,384320.8,2024-05-05
2021,67169,45,8360073,185779.4,2021-12-22
2020,53613,4,2843963,710990.8,2020-07-19
2020,68622,47,11396873,242486.7,2020-12-30
2020,62770,2,573000,286500.0,2020-09-27
2019,57217,34,14361445,422395.4,2019-09-25
2023,73762,26,8779188,337661.1,2023-12-02
2019,60835,38,3856127,101477.0,2019-12-25
2020,53647,10,7974115,797411.5,2020-07-21
2020,65116,2,315910,157955.0,2020-02-26
2019,62808,93,45431347,488509.1,2019-12-30
2019,66126,31,3305563,106631.1,2019-12-09
2024,116218,16,2926900,182931.3,2024-05-07
2021,81331,8,1695834,211979.3,2021-09-30
2023,111233,54,19621780,363366.3,2023-12-21
2023,109291,19,8528344,448860.2,2023-12-31
2018,57337,29,3467186,119558.1,2018-12-27
2024,73059,11,1008700,91700.0,2024-03-30
2019,64084,6,2497000,416166.7,2019-08-18
2019,60519,22,820552,37297.8,2019-05-09
2022,82543,7,188227,26889.6,2022-09-29
2021,63294,45,18778575,417301.7,2021-12-19
2022,89782,13,1623581,124890.8,2022-11-15
2024,109173,19,11701109,615847.8,2024-04-22
2024,123263,2,433400,216700.0,2024-02-22
2019,65821,12,5941000,495083.3,2019-12-22
2021,96543,18,2941740,163430.0,2021-12-31
2020,76557,9,1592972,176996.9,2020-11-02
2019,64805,8,2413500,301687.5,2019-12-15
2023,62322,32,6112752,191023.5,2023-12-28
2024,71186,60,14009100,233485.0,2024-05-13
2021,104323,44,11994261,272596.8,2021-12-27
2019,53755,19,5452200,286957.9,2019-03-29
2022,116059,12,1979100,164925.0,2022-12-20
2020,65467,11,2955293,268663.0,2020-10-24
2019,57340,21,4599989,219047.1,2019-12-27
2020,58060,6,960289,160048.2,2020-12-26
2022,72401,20,6258904,312945.2,2022-11-28
2022,106020,16,1518252,94890.8,2022-12-25
2024,93220,11,1255400,114127.3,2024-05-12
2023,113913,44,10748077,244274.5,2023-12-30
2023,105342,21,7985749,380273.8,2023-12-29
2022,111936,1,199740,199740.0,2022-02-26
2021,70379,50,12815492,256309.8,2021-07-22
2023,62573,12,5714529,476210.8,2023-12-28
2024,97908,7,2002004,286000.6,2024-03-08
2020,54791,10,3874072,387407.2,2020-11-01
2021,57521,14,2687323,191951.6,2021-12-13
2019,57214,21,11513060,548241.0,2019-12-27
2024,118507,2,450600,225300.0,2024-05-02
2023,116108,13,1209584,93044.9,2023-12-13
2022,53661,12,3604377,300364.8,2022-12-02
2021,70569,6,756100,126016.7,2021-11-23
2020,57787,44,26821810,609586.6,2020-12-24
2024,61500,28,12025332,429476.1,2024-04-15
2022,58572,33,11283504,341924.4,2022-12-30
2022,60456,3,548700,182900.0,2022-06-26
2023,57682,11,5814953,528632.1,2023-07-03
2022,88384,49,5789472,118152.5,2022-12-24
2019,68706,2,662500,331250.0,2019-11-12
2021,69382,77,10484845,136166.8,2021-12-31
2023,118253,14,3444123,246008.8,2023-11-03
2017,53903,19,5682635,299086.1,2017-12-16
2023,106673,11,2381600,216509.1,2023-12-30
2022,61493,15,7234865,482324.3,2022-10-08
2022,102440,22,5687593,258527.0,2022-12-28
2023,83069,8,2284981,285622.6,2023-11-24
2021,57735,21,17520777,834322.7,2021-12-24
2023,93715,36,5458305,151619.6,2023-12-29
2023,64201,6,3190937,531822.8,2023-10-16
2024,57240,17,6813900,400817.6,2024-05-11
2020,74322,12,1410309,117525.8,2020-10-07
2023,67716,3,361800,120600.0,2023-12-09
2023,58460,38,4074850,107232.9,2023-11-27
2022,61476,6,953239,158873.2,2022-10-11
2021,61824,1,311075,311075.0,2021-01-08
2019,68344,42,16033900,381759.5,2019-12-16
2021,65806,37,6162461,166553.0,2021-12-22
2021,60077,24,6070633,252943.0,2021-12-27
2022,62320,32,10145204,317037.6,2022-12-06
2019,59421,109,36062900,330852.3,2019-12-27
2020,65300,15,2136565,142437.7,2020-09-17
2022,114484,37,15684941,423917.3,2022-12-30
2024,67271,9,2539400,282155.6,2024-04-21
2022,106798,64,4202338,65661.5,2022-12-30
2019,58923,11,3560910,323719.1,2019-04-12
2023,121735,15,3601500,240100.0,2023-12-31
2022,72868,25,9606378,384255.1,2022-11-26
2022,81480,46,8957893,194736.8,2022-12-06
2021,80223,8,1733244,216655.5,2021-09-13
2019,59148,17,2777534,163384.4,2019-11-23
2021,84130,11,2617418,237947.1,2021-11-02
2021,98929,1,31999,31999.0,2021-08-19
2022,89630,7,3829524,547074.9,2022-12-05
2020,62325,18,3606767,200375.9,2020-12-25
2021,89946,22,2805993,127545.1,2021-12-25
2023,91142,12,3554132,296177.7,2023-12-27
2018,11387,41,9012630,219820.2,2018-12-29
2021,84516,36,10039361,278871.1,2021-12-31
2020,82845,3,216600,72200.0,2020-11-02
2023,88138,10,2638646,263864.6,2023-08-24
2023,115293,17,1118787,65811.0,2023-10-03
2021,88501,11,1881000,171000.0,2021-09-03
2020,74326,2,257800,128900.0,2020-05-09
2022,114841,38,4995923,131471.7,2022-12-16
2021,81927,5,539776,107955.2,2021-10-11
2024,74904,17,2468800,145223.5,2024-04-29
2022,60251,33,10346709,313536.6,2022-12-03
2023,121109,24,2747564,114481.8,2023-12-05
2020,80917,12,2874157,239513.1,2020-12-30
2018,55462,133,19211004,144443.6,2018-11-05
2023,103300,10,4898195,489819.5,2023-10-21
2018,10407,47,12930562,275118.3,2018-12-17
2021,79592,37,9365900,253132.4,2021-12-29
2024,120600,10,1860800,186080.0,2024-05-11
2023,71306,16,7920608,495038.0,2023-12-09
2024,120785,5,651800,130360.0,2024-04-27
2023,99906,28,7459497,266410.6,2023-12-09
2019,69690,1,81000,81000.0,2019-12-30
2019,58572,49,8652651,176584.7,2019-12-28
2021,90823,4,2556776,639194.0,2021-09-19
2021,69631,7,1653528,236218.3,2021-12-10
2023,72986,26,4278484,164557.1,2023-12-28
2023,109286,30,3570251,119008.4,2023-12-26
2019,59210,68,5869215,86312.0,2019-12-28
2020,73528,29,4376047,150898.2,2020-12-31
2024,109751,10,1578000,157800.0,2024-05-09
2021,100830,7,1568635,224090.7,2021-12-30
2023,97044,17,3860606,227094.5,2023-12-21
2021,93688,12,11137257,928104.8,2021-12-30
2020,81162,22,8584075,390185.2,2020-12-07
2023,65382,44,20021903,455043.3,2023-11-10
2021,57122,12,4862311,405192.6,2021-12-04
2020,56015,16,5148104,321756.5,2020-12-03
2020,54631,48,10254488,213635.2,2020-12-31
2017,55669,38,12987333,341771.9,2017-09-07
2023,103158,24,4951300,206304.2,2023-12-24
2021,83319,27,5011120,185597.0,2021-11-18
2023,84030,24,13387829,557826.2,2023-12-10
2019,63175,51,3116880,61115.3,2019-12-27
2024,89808,2,278300,139150.0,2024-02-04
2023,111921,62,5001112,80663.1,2023-12-30
2023,113994,3,989086,329695.3,2023-08-19
2018,57450,2,908000,454000.0,2018-12-30
2020,64919,31,9569768,308702.2,2020-12-29
2023,118804,4,2784125,696031.3,2023-09-13
2021,29121,74,43294632,585062.6,2021-12-26
2023,60344,39,6716604,172220.6,2023-12-05
2019,57360,11,2503000,227545.5,2019-11-05
2020,59679,29,4386267,151250.6,2020-12-22
2023,87840,10,2669296,266929.6,2023-04-29
2018,51059,45,27961000,621355.6,2018-12-30
2019,64198,14,4765688,340406.3,2019-12-12
2023,84495,14,2556501,182607.2,2023-10-16
2022,102384,10,5727608,572760.8,2022-05-25
2022,67056,13,3945400,303492.3,2022-06-10
2023,113527,57,17252665,302678.3,2023-12-27
2023,99409,154,69568631,451744.4,2023-12-03
2021,99055,16,3186230,199139.4,2021-12-28
2019,58574,20,2779295,138964.8,2019-08-11
2023,102137,34,3104367,91304.9,2023-12-30
2022,64401,6,2319838,386639.7,2022-05-02
2023,122221,3,557100,185700.0,2023-12-14
2023,103617,2,2139095,1069547.5,2023-01-09
2022,83980,6,457472,76245.3,2022-12-28
2022,106734,15,10505049,700336.6,2022-07-05
2019,63254,10,1308948,130894.8,2019-11-09
2022,85703,37,8162942,220620.1,2022-12-24
2022,105622,7,3337278,476754.0,2022-12-30
2022,113914,6,3321503,553583.8,2022-06-22
2024,58527,8,1710000,213750.0,2024-05-06
2019,59178,23,8929945,388258.5,2019-12-31
2023,98107,36,1963577,54543.8,2023-10-04
2017,53668,35,20712250,591778.6,2017-12-29
2022,88069,27,7805842,289105.3,2022-12-23
2019,57731,43,5369385,124869.4,2019-12-17
2024,59350,3,509300,169766.7,2024-02-27
2021,85889,17,4158987,244646.3,2021-07-05
2018,59072,11,1465600,133236.4,2018-12-24
2021,107301,1,335000,335000.0,2021-12-16
2019,58344,12,1183900,98658.3,2019-12-16
2021,59113,24,6520136,271672.3,2021-12-03
2019,66729,20,4177065,208853.3,2019-12-31
2022,110923,28,15423397,550835.6,2022-12-30
2017,55296,33,5035009,152576.0,2017-12-27
2019,60501,56,25117751,448531.3,2019-12-21
2022,60974,22,8786459,399384.5,2022-10-22
2021,104996,5,1722444,344488.8,2021-12-10
2020,63845,28,14434241,515508.6,2020-11-19
2022,109321,32,4191498,130984.3,2022-12-30
2020,58062,52,8304993,159711.4,2020-12-31
2023,57951,1,235300,235300.0,2023-05-20
2018,57083,66,8905113,134926.0,2018-12-30
2022,57226,63,20399534,323802.1,2022-12-30
2018,55919,31,5046571,162792.6,2018-12-30
2018,57708,20,6060561,303028.1,2018-12-20
2023,82724,30,6531326,217710.9,2023-12-17
2021,80604,25,4221409,168856.4,2021-12-21
2022,75277,117,78839643,673843.1,2022-12-20
2023,60503,25,23873948,954957.9,2023-12-05
2023,66732,30,8346420,278214.0,2023-12-27
2022,59411,128,5135967,40124.7,2022-12-21
2021,80329,13,4042356,310950.5,2021-12-27
2021,80551,8,1458310,182288.8,2021-10-12
2023,87284,47,11560359,245965.1,2023-12-29
2019,55201,8,945000,118125.0,2019-05-11
2022,106529,9,1365864,151762.7,2022-12-27
2020,65123,19,5728888,301520.4,2020-11-05
2020,59667,28,7627495,272410.5,2020-12-19
2022,53495,53,19818071,373925.9,2022-12-31
2020,71769,44,19124785,434654.2,2020-11-21
2024,79584,25,9265900,370636.0,2024-05-02
2021,67018,19,2273153,119639.6,2021-12-21
2023,58758,27,4114673,152395.3,2023-12-15
2021,84106,16,2118456,132403.5,2021-12-13
2019,57303,68,5044990,74191.0,2019-07-04
2018,57355,21,2933750,139702.4,2018-12-29
2022,60513,44,9759495,221806.7,2022-12-24
2024,10914,7,2126700,303814.3,2024-05-13
2024,100055,8,2661800,332725.0,2024-05-12
2021,26989,60,23918244,398637.4,2021-12-31
2020,77751,10,1857773,185777.3,2020-12-06
2023,68258,28,3750962,133962.9,2023-09-10
2022,64904,62,11936855,192529.9,2022-12-30
2022,76698,26,4109128,158043.4,2022-12-22
2023,81467,23,6039625,262592.4,2023-12-28
2023,88099,36,7325293,203480.4,2023-12-17
2021,79711,16,2029861,126866.3,2021-12-15
2022,65382,51,21684422,425184.7,2022-12-27
2017,55705,14,1425000,101785.7,2017-09-24
2024,57784,4,1915498,478874.5,2024-05-13
2018,53706,45,7827866,173952.6,2018-12-30
2023,91333,2,65180,32590.0,2023-03-29
2022,99510,64,9125114,142579.9,2022-12-22
2019,67838,38,3630842,95548.5,2019-11-10
2022,63194,169,77144104,456474.0,2022-12-31
2024,53826,27,8139970,301480.4,2024-05-01
2023,54896,33,6112899,185239.4,2023-12-20
2023,115067,5,2320401,464080.2,2023-12-16
2023,69142,8,3358755,419844.4,2023-12-17
2023,74743,26,2390854,91955.9,2023-12-30
2021,93920,35,11058768,315964.8,2021-12-22
2019,62681,59,19863660,336672.2,2019-12-24
2022,59056,29,7525433,259497.7,2022-12-17
2023,62113,10,1082590,108259.0,2023-11-30
2022,23238,39,3183804,81636.0,2022-12-10
2022,101877,5,794129,158825.8,2022-08-27
2024,122399,11,3658900,332627.3,2024-05-10
2023,113507,7,1167069,166724.1,2023-10-16
2020,75028,7,620626,88660.9,2020-06-22
2019,65511,3,1021415,340471.7,2019-09-04
2017,54005,50,23303507,466070.1,2017-12-30
2024,89002,7,974900,139271.4,2024-04-24
2022,89621,2,666397,333198.5,2022-07-02
2022,113621,23,3998563,173850.6,2022-12-27
2020,63004,5,1635300,327060.0,2020-12-20
2019,55813,94,26267456,279441.0,2019-12-30
2023,62514,142,41568205,292733.8,2023-12-24
2020,84832,15,4867276,324485.1,2020-12-30
2019,60562,20,5355000,267750.0,2019-12-23
2021,83423,19,4421086,232688.7,2021-11-25
2022,74020,41,26235737,639896.0,2022-10-13
